Day of month,Date,Vent Temperature,Ambient Temperature,Difference in Temperature,Vent Open/Closed,Power(W),Energy(kWh),Total Energy(kWh)
27,"Mar 27, 2017 15:39:14",5.187,1.375,3.812,False,0,0,0
27,"Mar 27, 2017 15:40:14",5.125,1.375,3.75,False,0,0,0
27,"Mar 27, 2017 15:41:14",5.125,1.375,3.75,False,0,0,0
27,"Mar 27, 2017 15:42:14",5.0,1.375,3.625,False,0,0,0
27,"Mar 27, 2017 15:43:14",4.937,1.375,3.562,False,0,0,0
27,"Mar 27, 2017 15:44:14",4.875,1.375,3.5,False,0,0,0
27,"Mar 27, 2017 15:45:14",4.812,1.375,3.437,False,0,0,0
27,"Mar 27, 2017 15:46:14",4.75,1.375,3.375,False,0,0,0
27,"Mar 27, 2017 15:47:15",4.75,1.375,3.375,False,0,0,0
27,"Mar 27, 2017 15:48:15",4.687,1.375,3.312,False,0,0,0
27,"Mar 27, 2017 15:49:15",4.625,1.437,3.188,False,0,0,0
27,"Mar 27, 2017 15:50:15",4.625,1.437,3.188,False,0,0,0
27,"Mar 27, 2017 15:51:15",4.625,1.437,3.188,False,0,0,0
27,"Mar 27, 2017 15:52:15",4.562,1.437,3.125,False,0,0,0
27,"Mar 27, 2017 15:53:15",4.562,1.437,3.125,False,0,0,0
27,"Mar 27, 2017 15:54:15",4.562,1.437,3.125,False,0,0,0
27,"Mar 27, 2017 15:55:15",4.562,1.437,3.125,False,0,0,0
27,"Mar 27, 2017 15:56:15",4.5,1.437,3.063,False,0,0,0
27,"Mar 27, 2017 15:57:15",4.5,1.437,3.063,False,0,0,0
27,"Mar 27, 2017 15:58:15",4.5,1.437,3.063,False,0,0,0
27,"Mar 27, 2017 15:59:15",4.437,1.437,3.0,False,0,0,0
27,"Mar 27, 2017 16:00:15",4.375,1.437,2.938,False,0,0,0
27,"Mar 27, 2017 16:01:15",4.375,1.437,2.938,False,0,0,0
27,"Mar 27, 2017 16:02:15",4.312,1.437,2.875,False,0,0,0
27,"Mar 27, 2017 16:03:15",4.312,1.5,2.812,False,0,0,0
27,"Mar 27, 2017 16:04:15",4.25,1.437,2.813,False,0,0,0
27,"Mar 27, 2017 16:05:15",4.187,1.437,2.75,False,0,0,0
27,"Mar 27, 2017 16:06:15",4.187,1.5,2.687,False,0,0,0
27,"Mar 27, 2017 16:07:15",4.125,1.5,2.625,False,0,0,0
27,"Mar 27, 2017 16:08:15",4.062,1.5,2.562,False,0,0,0
27,"Mar 27, 2017 16:09:15",4.062,1.5,2.562,False,0,0,0
27,"Mar 27, 2017 16:10:15",4.062,1.437,2.625,False,0,0,0
27,"Mar 27, 2017 16:11:15",4.0,1.5,2.5,False,0,0,0
27,"Mar 27, 2017 16:12:15",3.937,1.5,2.437,False,0,0,0
27,"Mar 27, 2017 16:13:15",3.937,1.5,2.437,False,0,0,0
27,"Mar 27, 2017 16:14:15",3.875,1.5,2.375,False,0,0,0
27,"Mar 27, 2017 16:15:15",3.812,1.5,2.312,False,0,0,0
27,"Mar 27, 2017 16:16:16",3.812,1.5,2.312,False,0,0,0
27,"Mar 27, 2017 16:17:16",3.75,1.562,2.188,False,0,0,0
27,"Mar 27, 2017 16:18:16",3.687,1.5,2.187,False,0,0,0
27,"Mar 27, 2017 16:19:16",3.687,1.5,2.187,False,0,0,0
27,"Mar 27, 2017 16:20:16",3.625,1.5,2.125,False,0,0,0
27,"Mar 27, 2017 16:21:16",3.562,1.5,2.062,False,0,0,0
27,"Mar 27, 2017 16:22:16",3.562,1.5,2.062,False,0,0,0
27,"Mar 27, 2017 16:23:16",3.562,1.5,2.062,False,0,0,0
27,"Mar 27, 2017 16:24:16",3.5,1.5,2.0,False,0,0,0
27,"Mar 27, 2017 16:25:16",3.437,1.5,1.937,False,0,0,0
27,"Mar 27, 2017 16:26:16",3.437,1.5,1.937,False,0,0,0
